bandwidth,computation_nodes,energy_consumption,storage_capacity
15,1.7033694783036721,1.5831009995196659,1000000000
29,1.2693810391838238,1.5729424283280249,1000000000
126,1.7443694361652025,1.1907330674966996,1000000000
16,1.6495417636939438,0.1595944388761407,1000000000
76,1.2405017722839637,1.3040374580999607,1000000000
103,1.6173695692324743,1.3997688755590465,1000000000
40,1.5994356286635383,0.9984180925677072,1000000000
123,1.306009779053729,0.11299751935612204,1000000000
101,1.8864011770160887,0.9452287963070051,1000000000
39,1.3056584758388061,2.0144261444135623,1000000000
23,1.3702539996238894,0.8598546012746747,1000000000
56,1.3948773185330912,1.3074520627337822,1000000000
105,1.8878411006018183,1.0188497593436852,1000000000
60,1.1373087791385303,0.2576003961569163,1000000000
92,1.3224961095478023,1.3370395047284922,1000000000
85,1.947877590341855,0.48457718051331977,1000000000
96,1.076510663706115,0.5557965513030937,1000000000
22,1.3183267599623179,1.810635442030294,1000000000
60,1.9531320334307967,0.6559472062201842,1000000000
58,1.6992528886908402,0.4253081943121696,1000000000
97,1.3907977702502736,0.6339556440982267,1000000000
94,2.0303200464837436,0.24280501915709665,1000000000
80,1.6984761170167664,1.5582535959006985,1000000000
60,1.1797427431381213,0.6398956535685559,1000000000
100,9.701564718484871,1.2138994875492926,1000000000
119,8.738457003959498,1.6366271551847444,1000000000
117,6.223751790197136,0.16420048780807553,1000000000
46,7.261812192236327,0.23237721042309448,1000000000
84,9.65254449674218,1.8527352529453378,1000000000
95,7.258711523193911,1.0984625189845547,1000000000
94,9.53873261554681,1.0177037051747977,1000000000
43,7.05952066599221,1.5899779641832132,1000000000
107,8.15590915866916,1.2691719804470811,1000000000
63,9.591291534409908,0.8239928874272219,1000000000
29,9.989303111956644,1.1190525873529291,1000000000
18,6.363637648695176,1.8222058193333317,1000000000
32,6.611365277393045,1.6841587287259283,1000000000
20,7.688639867198736,0.8695346233490001,1000000000
71,8.383553713444513,1.1582286901982741,1000000000
122,9.884313510454472,1.9848617227596197,1000000000
26,8.721133641026075,1.4634207380531497,1000000000
46,8.14788132163518,1.637197465314892,1000000000
49,7.360701892124181,0.96953050133821,1000000000
104,7.814894825316825,1.8517058807563882,1000000000
76,7.053556203004363,1.6239243981041294,1000000000
25,8.0307266984173,1.8410371396735339,1000000000
93,7.193779165794531,1.1153257639552685,1000000000
59,6.795644407058932,1.6250216001503026,1000000000
111,8.157516120478503,1.9448681612365495,1000000000
88,9.67397397758281,0.7483121140093462,1000000000
692,1.0214244166244155,1.8574437556463685,1000000000
678,1.9148320822972975,0.5789046206761176,1000000000
745,1.2649587516919565,1.9938988905959882,1000000000
724,1.0942187972746666,1.7320465068401771,1000000000
736,2.0757829430450676,1.6316688586139756,1000000000
721,1.141230610949739,1.9936973594099818,1000000000
735,1.1816396548715404,1.844866082170515,1000000000
654,1.4654517342209756,1.9578269860043538,1000000000
776,1.830791716299386,0.5023021267793918,1000000000
771,1.3428879204309845,1.399756115278907,1000000000
732,1.4819100923059545,1.0029722827822596,1000000000
616,1.2726961750326087,0.7761711242949106,1000000000
658,1.6471395903029566,1.2768802288207022,1000000000
781,1.0079099228836028,1.362205914540198,1000000000
608,1.25183596219227,1.8192708005074931,1000000000
660,1.0779430848775189,0.6569545279290939,1000000000
738,1.53395594906554,0.36462369745004997,1000000000
746,2.029065664638738,1.2524232994417999,1000000000
721,1.2672969666352971,1.714993995533287,1000000000
624,1.2094509057980656,1.4179654990293262,1000000000
705,1.3897273232485092,1.03404933607335,1000000000
772,1.8019834344058356,1.4069109765315833,1000000000
615,1.710797726424483,0.9052425642045375,1000000000
627,1.3732328659344595,0.5973126678405712,1000000000
714,6.7608356337632465,0.38036459418954893,1000000000
718,6.733952143148933,0.599612895764201,1000000000
713,9.69306239710405,1.7160444894634053,1000000000
625,9.42386756987349,0.20117665904976248,1000000000
603,9.997129873650906,2.0379925145695026,1000000000
660,9.70546793203251,0.432622221207828,1000000000
654,7.942564501802874,1.829300788060431,1000000000
642,9.609771462042195,0.8579462379538322,1000000000
667,9.941235375118904,1.9530361471186668,1000000000
673,9.140517427176487,0.9460149719803258,1000000000
800,9.829270563438692,1.2115366468112365,1000000000
639,8.873633101185304,0.47979573453527424,1000000000
614,6.870803593656699,1.2583605816325125,1000000000
791,8.168780805497097,0.7272096195394585,1000000000
722,6.200569349055814,1.1057007658390272,1000000000
640,9.410879568193142,0.21375915945736904,1000000000
647,8.031313987973673,0.2370426654075847,1000000000
660,6.271843453503029,0.9075511026365549,1000000000
745,9.766384508916357,0.5924306955772497,1000000000
758,8.378076614133764,0.26396681098975094,1000000000
744,8.62949265789009,1.1455654310639178,1000000000
652,9.738825030945709,1.4394519495396585,1000000000
667,7.256735451182305,0.891571693582509,1000000000
676,8.686760891839885,1.0144491451409041,1000000000
618,9.716073326822057,0.1186309137684928,1000000000
744,8.484637021972372,2.092192895710189,1000000000
